OMIM_gene,OMIM_disease_ch,OMIM_id
ATXN2,肌萎缩性脊髓侧索硬化症，易感性，13 ;帕金森病，迟发型，易感;脊髓小脑性共济失调2,601517
ATXN3,Machado Joseph病 ,607047
ATXN7,脊髓小脑性共济失调7,607640
ATXN8,脊髓小脑性共济失调8,613289
ATXN8OS,脊髓小脑性共济失调8,603680
AUH,3-甲基戊烯二酸尿症，I型,600529
AURKA,结肠癌，易感 ,603072
AUTS1,自闭症，易感，10,209850
AUTS10,自闭症，易感，10,611016
AUTS11,自闭症易感11 ,610836
AUTS12,自闭症易感12,610838
AUTS13,自闭症易感13,610908
AUTS3,自闭症易感3,608049
AUTS4,自闭症易感4,608636
AUTS5,自闭症易感5,606053
AUTS6,自闭症易感6,609378
AUTS7,自闭症易感7,610676
AUTS8,自闭症易感8,607373
AUTS9,自闭症，易感，9,611015
AVP,垂体神经性尿崩症,192340
AVPR2,X连锁遗传肾性尿崩症;抗利尿激素分泌异常的肾源性综合征,300538
AVSD1,房室间隔缺损，易感性，1,606215
AXIN1,Caudal重复畸形 ;肝细胞癌，体细胞,603816
AXIN2,结直肠癌，体细胞;少牙畸形-结直肠癌综合征,604025
B2M,家族性淀粉样病变;免疫缺陷症43,109700
B3GALNT2,先天性肌营养不良-抗肌萎缩相关糖蛋白病伴脑眼异常A型，11,610194
B3GALT3,"血型，红细胞糖苷系统;血型, P1Pk系统，P(k)表型",603094
B3GALT6,Ehlers-Danlos综合征，早衰型，2;脊椎干骺端发育不全伴随关节松弛，1型，伴或不伴骨折,615291
B3GAT3,常染色体隐性Larsen综合征（多关节脱位，身材矮小，颅面异形，伴或不伴先天性心脏缺乏症）,606374
B3GLCT,Peters-plus综合征,610308
B3GNT1,先天性肌营养不良-抗肌萎缩相关糖蛋白病伴脑眼异常A型，13,605517
B4GALNT1,痉挛性截瘫26，常染色体隐性遗传,601873
B4GALT1,先天性糖基化障碍，IId型 ,137060
B4GALT7,Ehlers-Danlos综合征，伴随身材矮小和肢体畸形 ,604327
B6QTL1,维生素B6血浆水平的QTL 1 ,612957
B9D1,Meckel综合征9,614144
B9D2,Meckel综合征10,611951
BAAT,家族性高色汗症,602938
BAG3,肢带型肌营养不良1HH;肌原纤维肌病，6,603883
BANF1,Nestor-Guillermo早衰综合症,603811
BAP1,肿瘤易感综合征 ,603089
BARD1,乳腺癌，易感性,601593
BAX,结直肠癌，体细胞;T细胞急性淋巴细胞白血病，体细胞,600040
BBIP1,Bardet-Biedl综合征18,613605
BBS1,bardet - biedl综合征1型,209901
BBS10,Bardet-Biedl综合征10,610148
BBS12,Bardet-Biedl综合征12,610683
BBS2,Bardet-Biedl综合征2;视网膜色素变性74,606151
BBS4,Bardet-Biedl综合征4,600374
BBS5,Bardet-Biedl综合征5,603650
BBS7,Bardet-Biedl综合征7,607590
BCAP31,耳聋，肌张力障碍和大脑脱髓鞘 ,300398
BCAT1,高亮氨酸血症-异亮氨酸血症或血缬氨酸过多症,113520
BCAT2,血缬氨酸过多症或高亮氨酸-异亮氨酸血症,113530
BCC1,基底细胞上皮瘤，易感性，1,605462
BCC2,基底细胞上皮瘤，易感性，2,613058
BCC3,基底细胞上皮瘤，易感性，3,613059
BCC4,基底细胞上皮瘤，易感性，4,613061
BCC5,基底细胞上皮瘤，易感性，5,613062
BCC6,基底细胞上皮瘤，易感性，6,613063
BCHE,呼吸暂停，麻醉后,177400
BCKDHA,枫糖尿病，Ia型,608348
BCKDHB,枫糖尿病，Ib型,248611
BCKDK,支链酮酸脱氢酶激酶缺乏症,614901
BCL10,免疫缺陷症37;淋巴瘤，滤泡性，体细胞 ;男性生殖细胞瘤，体细胞 ;间皮瘤，体细胞;Sezary综合征，体细胞;淋巴瘤，MALT，体细胞 ,603517
BCL2,白血病/淋巴瘤，B细胞，2,151430
BCL3,白血病/淋巴瘤，B细胞，3,109560
BCL6,淋巴瘤，B细胞,109565
BCL7A,B细胞非霍奇金淋巴瘤，高级别,601406
BCMO1,高胡萝卜素血症和维生素A缺乏症，常染色体显性遗传 ,605748
BCOR,综合症型小眼畸形2型,300485
BCPR,乳腺癌（1）,113721
BCR,急性淋巴细胞白血病，体细胞;慢性髓样白血病，体细胞,151410
BCS1L,"Bjornstad综合征 ;GRACILE综合征;Leigh综合征;线粒体复合物III缺乏症,核型1",603647
BDA1B,短指（趾）症，A1型，B,607004
BDET,出血性障碍，east Texas型 ,605913
BDMR,染色体2q37缺失综合征,600430
BDNF,神经性厌食症，易感;神经性贪食症，在减肥的发病年龄;记忆障碍，易感;强迫性障碍，保护;先天性致死型中枢性肺换气不足综合征,113505
BEAN,脊髓小脑性共济失调31,612051
BED,Bornholm眼疾,300843
BEST1,常染色体隐性遗传卵黄样黄斑变性;卵黄状黄斑营养不良2型;小角膜，视锥视杆营养不良，白内障，和后巩膜葡萄肿 ;视网膜色素变性，同心的;视网膜色素变性-50，常染色体隐性遗传;玻璃体视网膜脉络膜病变,607854
BFIS1,良性家族性婴儿癫痫1型,601764
BFIS4,良性家族性婴儿癫痫4型,612627
BFSP1,白内障33,603307
BFSP2,白内障12，多基因控制型,603212
BHLHA9,中轴性并指（趾）症伴指（趾）骨减少,615416
BHLHE41,短睡眠者 ,606200
BICC1,肾发育不良，胞囊，易感型,614295
BICD2,儿童发病型近端脊肌萎缩2型，AD,609797
BIN1,肌病，中央核，常染色体隐性遗传,601248
BLK,青春晚期糖尿病11型,191305
BLMH,老年痴呆症，易感性,602403
BLNK,无丙种球蛋白血症4,604515
BLOC1S3,Hermansky-Pudlak综合征8,609762
BLOC1S6,Hermansky-Pudlak综合征9,604310
BLVRA,高胆绿素血症（绿色黄疸）,109750
BMIQ1,身体质量指数QTL13,606641
BMIQ13,身体质量指数QTL13,612459
BMIQ15,身体质量指数QTL 15 ,612967
BMIQ16,身体质量指数QTL16;染色体16p11.2缺失综合征，220kb,613444
BMIQ2,身体质量指数QTL2,606643
BMIQ3,身体质量指数QTL3,607446
BMIQ5,身体质量指数QTL5,608558
BMIQ6,身体质量指数QTL6,608559
BMIQ7,肥胖，易感，BMIQ7,608410
BMIQ8,肥胖，易感，BMIQ8,603188
BMND10,骨矿物质密度QTL10,612113
BMND11,骨矿物质密度QTL11,612114
BMND13,骨矿物质密度QTL13,612727
BMND14,骨矿物质密度QTL14,612728
BMND2,骨矿物质密度QTL2,605833
BMND3,骨矿物质密度QTL3,606928
BMND4,骨矿物质密度QTL,300536
BMND5,骨矿物质密度QTL5,609354
BMND6,骨矿物质密度QTL6,609876
BMND7,骨质疏松症,611738
BMND8,骨质疏松症,611739
BMND9,骨矿物质密度QTL9,612110
BMP1,成骨不全症，XIII型,112264
BMP15,卵巢发育不全2型;卵巢早衰4,300247
BMP2,HFE血色沉着病，修正;趾过短，A2型,112261
BMP4,综合征型小眼畸形6型;口面裂11,112262
BMPER,透明脊椎异骨症,608699
BMPR1A,幼年性息肉病综合征，婴儿型 ;息肉综合征，遗传性混合，2;息肉病，少年肠道的,601299
BMPR1B,肢端软骨发育异常伴生殖器异常，Demirhan型;短指（趾）症，A1型，D;短指（趾）症，A2型,603248
BMPR2,肺动脉高血压，家族性原发性，1，伴或不伴HHT ;氟苯丙胺或右芬氟拉明相关原发性肺动脉高压;肺静脉闭塞性疾病1,600799
BMS1,先天性皮肤发育不全，非综合征型 ,611448
BOLA3,多个线粒体功能障碍综合征2伴随高甘氨酸血症 ,613183
BOS2,鳃耳综合征 ,120502
BPGM,红细胞增多症由于双磷酸甘油酸变位酶缺乏症,613896
BPP,多小脑回，双侧外侧裂,300388
BPPV,前庭病，家族性,193007
BRAF,肺腺癌，体细胞;心-面-皮肤综合征1型;结直肠癌，体细胞;LEOPARD综合征3;黑色素瘤，恶性，体细胞;非小细胞肺癌，体细胞;努南综合征7,164757
BRAT1,强直性和多发性癫痫综合征，致死性新生儿,614506
BRCA1,遗传性乳腺癌和卵巢癌1型 ;胰腺癌，易感，4 ,113705
BRCA2,乳腺癌，男，易感性;家族性乳腺-卵巢癌2型;胶质母细胞瘤3;髓母细胞瘤 ;胰腺癌2;前列腺癌;范可尼贫血，互补群D1;肾母细胞瘤,600185
BRCA3,乳腺癌，3型 ,605365
BRCATA,乳腺癌，11:22易位相关,600048
BRF1,Cerebellofaciodental综合征,604902
BRIP1,乳腺癌，早发性;范可尼贫血，互补群J,605882
BRP44L,线粒体丙酮酸盐载体缺乏症,614738
BRV2,Vertigo，良性复发，2,613106
BRWD3,智力低下，X连锁93,300553
BSCL2,"进行性脑病，伴或不伴脂肪代谢障碍（透析脑病综合征伴脂肪代谢障碍）;先天性全身脂肪营养不良2型;神经病变，远端型遗传性运动,VA型;银痉挛性截瘫综合征",606158
BSG,血型，OK ,109480
BSND,Bartter综合征，4a型;感音神经性耳聋伴随轻度肾功能不全,606412
BSZQTL,骨大小的QTL ,609656
BSZQTL2,骨大小的QTL ,609657
BSZQTL3,骨大小数量性状基因座3,610649
BTD,生物素酶缺乏症,609019
BTK,无丙种球蛋白血症以及隔震激素缺乏 ;无丙种球蛋白血症，X连锁1,300300
BTNL2,结节病易感2型,606000
BUB1,结直肠癌伴随染色体不稳定性，体细胞,602452
BUB1B,过早的染色单体分离的特点;结直肠癌，体细胞;Mosaic杂色非整倍体综合征1,602860
BULN,神经性贪食症，易感性,607499
BVES,肢带型肌营养不良2X型,604577
BWQTL2,初生重量QTL2,613459
BWQTL4,初生重量QTL4,615192
BZX,Bazex综合征,301845
C10orf11,眼皮肤白化病，VII型,614537
C10orf2,线粒体DNA缺失综合征7（肝脑型）（婴儿型脊髓小脑性共济失调）;Perrault综合征5;进行性外眼肌瘫痪伴线粒体DNA缺失，常染色体显性遗传3 ,606075
C11orf73,低髓鞘化脑白质营养不良 ，13,614908
C12orf57,Temtamy综合征,615140
C12orf65,复合型氧化磷酸化缺陷症7;痉挛性截瘫55，常染色体隐性遗传,613541
C15orf41,先天性红细胞生成障碍性贫血，Ib型 ,615626
C16DELq22,染色体16q22缺失综合征,614541
C16orf57,皮肤异色症伴随嗜中性白血球减少症,613276
C19orf12,痉挛性截瘫43，常染色体隐性遗传 ;神经退行性病变伴脑铁离子沉积症4,614297
C19orf61,心与脑畸形综合征 ,613176
C1GALT1C1,TN多凝集反应综合征，体细胞,300611
C1NH,遗传性血管性水肿，I型和II型;补体成分4，部分缺乏症 ,606860
C1QA,C1q缺乏症,120550
C1QB,C1q缺乏症,120570
C1QC,C1q缺乏症,120575
C1QTNF5,视网膜变性，晚期发病，常染色体显性遗传,608752
C1R,C1r/C1s缺乏症，结合性,613785
C1S,C1s缺乏症,120580
C2,黄斑变性、年龄相关，14，减少的风险;C2缺乏症,613927
C21ORF59,原发性纤毛运动障碍，26,615494
C2CD3,口面指综合征XIV,615944
C2orf25,"变异型cblD型高胱氨酸尿症1型;甲基丙二酸血症伴同型半胱氨酸尿症cblD型;甲基丙二酸血症，cblD类型,变体2 ",611935
C2orf71,视网膜色素变性54,613425
C3,溶血性尿毒症综合征，非典型，易感，5;黄斑变性，年龄相关，9;C3缺乏症,120700
C4A,血型，Rodgers;C4a缺乏症,120810
C4B,补体C4B缺乏症,120820
C4orf26,釉质发育不全，IIA4型,614829
C5,Eculizumab，不良反应 ;C5缺乏症,120900
C5orf42,肢端胼胝体综合征17（Joubert综合征17）;口面指综合征VI,614571
C6,C6缺乏症;结合C6 C7不足 ,217050
C7,C7缺乏症,217070
C7orf10,戊二酸血症III ,609187
C7orf22,大脑海绵状畸形2型,607929
C8A,"C8缺乏症,I型",120950
C8B,"C8缺乏症,II型",120960
C8orf37,视锥-视杆营养不良16;视网膜色素变性64,614477
C9,黄斑变性，年龄相关，15，易感;C9缺乏症,120940
C9orf72,额颞叶痴呆和/或肌萎缩性侧索硬化症1 ,614260
CA12,孤立型高色汗症,603263
CA2,骨硬化症，常染色体隐性遗传3，伴随肾小管酸中毒 ,611492
CA4,视网膜色素变性17,114760
CA5A,碳酸酐酶VA的缺乏性高血氨症,114761
CA8,小脑共济失调和精神运动性阻滞伴随或不伴随四足运动1,114815
CABP2,耳聋，常染色体隐性遗传93,607314
CABP4,视锥-视杆突触紊乱，先天性非进行性 ,608965
CACD1,脉络膜萎缩，中央晕轮状1,215500
CACNA1A,发作性共济失调，2型;家族性遗传偏瘫性偏头痛1型;家族性遗传偏瘫性偏头痛1型，伴随渐进性小脑共济失调;脊髓小脑性共济失调6,601011
CACNA1B,张力失调23,601012
CACNA1C,Brugada综合征3型;Timothy综合征（长QT综合征8型）,114205
CACNA1D,原发性醛固酮增多症，伴神经畸形;窦房结功能障碍和耳聋,114206
CACNA1F,Aland Island眼疾;X连锁视锥-视杆营养不良3型;夜盲症、先天性静止（未完全），2A，X连锁 ,300110
CACNA1G,脊髓小脑性共济失调42,604065
CACNA1H,儿童失神性癫痫易感6型;特发性全身性癫痫易感6型,607904
CACNA1S,恶性高热易感5;甲亢性周期性麻痹，易感，1 ;低钾性周期性麻痹，1型,114208
CACNA2D4,视网膜锥营养不良4,608171
CACNB2,Brugada综合征4,600003
CACNB4,特发性全身性癫痫易感9型;青少年失神性癫痫易感性6型;发作性共济失调，5型,601949
CACNG2,智力低下，常染色体显性遗传10,602911
CAD,先天性糖基化障碍，Iz型,114010
CALCR,骨质疏松症，绝经后，易感,114131
CALM1,长QT综合征14;儿茶酚胺敏感性多形性室性心动过速4型,114180
CALM2,长QT综合征15,114182
CALR,骨髓纤维化，体细胞;原发性血小板增多症，体细胞,109091
CALR3,肥厚性心肌病19型,611414
CAMPD1,Camptodactyly 1？？？,114200
CAMTA1,小脑共济失调，非进行性，伴随精神运动性阻滞,611501
CANDF1,念珠菌病、家庭，1，常染色体显性 ,114580
CANDF3,念珠菌病，家族性，3,607644
CANT1,Desbuquois发育不良1,613165
CAPN1,痉挛性截瘫76，常染色体隐性遗传,114220
CAPN10,非胰岛素依赖性糖尿病1 ,605286
CAPN3,肢带型肌营养不良2A型,114240
CAPN5,玻璃体视网膜病变，新生血管性炎症 ,602537
CARD11,B-cell扩张伴随NFKB和T-cell无力;免疫缺陷症11,607210
CARD14,毛发的糠疹痱子;银屑病2,607211
CARD9,念珠菌病，家族性，2，常染色体隐性遗传,607212
CARS2,复合型氧化磷酸化缺陷症27,612800
CARTPT,肥胖，易感性,602606
CASC5,小头畸形4，原发性，常染色体隐性遗传,609173
CASK,FG综合征4;智力低下和头小畸形伴随脑桥小脑发育不全;智力低下，伴或不伴眼球震颤,300172
CASP10,自身免疫性淋巴细胞增生综合症，II型 ;胃癌，体细胞 ;淋巴瘤，非霍奇金，体细胞 ,601762
CASP12,脓毒症，易感性 ,608633
CASP8,自身免疫性淋巴细胞增生综合征，IIB型;乳腺癌，保护耐药性;肺癌，保护抗性;肝细胞癌，体细胞,601763
CASQ1,空泡肌病，伴CASQ1聚集体,114250
CASQ2,儿茶酚胺敏感性多形性室性心动过速2型,114251
CASR,钙，血清水平;癫痫病的全身特发性，易感性，8;高钙尿高钙血症 ;新生儿严重型甲状旁腺功能亢进;低血钙症，常染色体显性遗传 ;低血钙症，常染色体显性遗传，伴随Bartter综合征 ;高钙血症，I型 ,601199
CAST,脱皮伴随白甲病，肢端点状角化病、唇炎和指节垫 ,114090
CAT,过氧化氢酶缺乏症,115500
CATSPER1,精子形成障碍7,606389
CAV1,脂肪代谢障碍，先天性全身，3型;局部脂肪代谢障碍，先天性白内障，和神经退行性疾病综合征 ;原发性肺动脉高压3型,601047
CAV3,家族肥厚性心肌病;血清肌酸磷酸激酶增高 ;长QT综合征9;肢带型肌营养不良，IC型;远端肌病Tateyama型;波纹肌肉病,601253
CBFB,髓样白血病，急性，M4/M4Eo亚型，体细胞,121360
CBG,皮质类固醇结合球蛋白缺乏症 ,122500
CBL,幼年型粒单核细胞白血病 ;努南样综合征伴或不伴青少年粒细胞白血病,165360
CBS,胱硫醚β合成酶缺乏性高胱氨酸尿症（维生素B6反应和无反应型高胱氨酸尿症）;胱硫醚β合成酶缺乏性高胱氨酸尿症（血栓症，高同型半胱氨酸血症),613381
CBX2,46XY性反转5,602770
CC2D1A,智力低下，常染色体隐性遗传3,610055
CC2D2A,COACH综合征;肢端胼胝体综合征9（Joubert综合征9）;Meckel综合征6,612013
CCAL1,软骨钙质沉着症伴随早发性关节炎 ,600668
CCBE1,Hennekam淋巴管扩张-淋巴水肿综合征1,612753
CCCSX,脑小脑缺损综合征，X连锁,300864
CCDC103,原发性纤毛运动障碍，17,614677
CCDC11,内脏异位，6，常染色体隐性遗传,614759
CCDC111,近视22，常染色体显性遗传,615421
CCDC114,原发性纤毛运动障碍，20,615038
CCDC115,先天性糖基化障碍，IIo型,613734
CCDC151,原发性纤毛运动障碍，30,615956
CCDC174,张力减退，婴儿期，伴随精神运动延迟,616735
CCDC22,Ritscher-Schinzel综合征2,300859
CCDC28B,Bardet-Biedl综合征1，修饰性,610162
CCDC39,原发性纤毛运动障碍，14,613798
CCDC40,原发性纤毛运动障碍，15,613799
CCDC50,耳聋，常染色体显性遗传44,611051
CCDC65,原发性纤毛运动障碍，27,611088
CCDC78,肌病，中央核，4,614666
CCDC8,3-M综合征3,614145
CCDC88C,脊髓小脑性共济失调40;非综合征型脑积水，常染色体隐性遗传,611204
CCL11,哮喘，易感;艾滋病病毒1型 ，耐药性,601156
CCL2,冠状动脉疾病，修饰;人体免疫缺陷病毒1型，抵耐药性;结核分枝杆菌，易感;脊柱裂，易感,158105
CCL3,人体免疫缺陷病毒，抵耐药性,182283
CCL3L1,艾滋病毒/艾滋病，易感性 ,601395
CCL5,人体免疫缺陷病毒1型，延缓的进程;人体免疫缺陷病毒1型，快速的进程,187011
CCM1,CNS和视网膜的海绵畸形 ;脑海绵畸形-1;过度角化的皮肤毛细静脉畸形和脑毛细管畸形相关,604214
CCND1,结直肠癌易感;多基因控制性骨髓瘤，易感;von Hippel-Lindau综合征，修饰性,168461
CCND2,多小脑回畸形巨脑畸形脑积水综合征3,123833
CCNO,原发性纤毛运动障碍，29,607752
CCR2,艾滋病病毒感染，易感/耐药性,601267
CCR5,胰岛素依赖性糖尿病，22;丙型肝炎病毒感染，耐药性;艾滋病病毒感染，易感/耐药性;西尼罗河病毒，易感性 ,601373
CCT5,神经病变，遗传性感觉，伴随痉挛性截瘫 ,610150
CD151,血型，Raph;肾病伴随胫前大疱性表皮松解和耳聋,602243
CD164,耳聋，常染色体显性遗传66,603356
CD19,常见变异型免疫缺陷症3型,107265
CD207,Birbeck颗粒缺乏症,604862
CD209,登革热，保护耐药性;艾滋病病毒1型 ，易感;结核分枝杆菌，易感 ,604672
CD244,类风湿性关节炎，易感 ,605554
CD247,免疫缺陷症，25,186780
CD2AP,局灶节段性肾小球硬化症3型,604241
